V: 400
E: 3990
e316    138 341
e317    138 317
e318    317 387
e319    157 387
e320    22  157
e321    22  154
e322    17  154
e323    17  276
e324    187 276
e325    118 187
e326    118 383
e327    53  383
e328    53  209
e329    96  209
e330    96  280
e331    280 291
e332    242 291
e333    128 242
e334    128 158
e335    19  158
e336    19  121
e337    104 121
e338    104 141
e339    141 339
e340    21  339
e341    21  62
e342    62  228
e343    204 228
e344    204 264
e345    75  264
e346    75  224
e347    7   224
e348    7   89
e349    89  170
e350    170 179
e351    137 179
e352    109 137
e353    109 139
e354    101 139
e355    101 198
e356    146 198
e357    146 352
e358    23  352
e359    23  90
e360    90  183
e361    183 335
e362    301 335
e363    94  301
e364    94  346
e365    46  346
e366    46  155
e367    155 375
e368    113 375
e369    66  113
e370    66  379
e371    379 393
e372    5   393
e373    5   390
e374    16  390
e375    16  237
e376    4   237
e377    4   84
e378    84  231
e379    231 343
e380    343 359
e381    307 359
e382    36  307
e383    36  140
e384    140 277
e385    2   277
e386    2   18
e387    18  86
e388    86  295
e389    210 295
e390    197 210
e391    197 385
e392    59  385
e393    59  342
e394    314 342
e395    314 372
e396    361 372
e397    270 361
e398    270 363
e399    245 363
e400    106 132
e401    110 361
e402    263 336
e403    49  147
e404    108 274
e405    39  206
e406    145 387
e407    157 381
e408    61  228
e409    11  198
e410    83  154
e411    167 234
e412    130 343
e413    139 359
e414    60  376
e415    7   266
e416    164 193
e417    78  156
e418    127 283
e419    121 389
e420    180 183
e421    98  230
e422    235 300
e423    94  304
e424    373 391
e425    215 259
e426    32  293
e427    50  398
e428    194 273
e429    380 394
e430    304 311
e431    88  299
e432    200 242
e433    247 381
e434    2   310
e435    98  101
e436    73  291
e437    16  374
e438    136 253
e439    267 296
e440    55  250
e441    87  148
e442    51  117
e443    114 161
e444    90  284
e445    148 395
e446    217 272
e447    93  332
e448    101 257
e449    113 388
e450    390 395
e451    159 276
e452    3   143
e453    17  24
e454    137 197
e455    85  327
e456    145 249
e457    2   163
e458    183 192
e459    215 281
e460    9   118
e461    78  354
e462    74  144
e463    282 322
e464    167 280
e465    137 308
e466    61  159
e467    211 359
e468    112 308
e469    143 145
e470    147 232
e471    63  163
e472    251 369
e473    91  110
e474    65  149
e475    114 298
e476    268 272
e477    66  205
e478    274 329
e479    143 276
e480    160 258
e481    9   177
e482    5   189
e483    192 225
e484    284 375
e485    73  342
e486    50  372
e487    246 292
e488    106 228
e489    35  192
e490    173 215
e491    5   153
e492    239 347
e493    287 344
e494    154 243
e495    183 271
e496    356 400
e497    3   290
e498    242 286
e499    105 180
e500    299 325
e501    40  182
e502    226 362
e503    65  300
e504    22  314
e505    224 239
e506    240 351
e507    43  104
e508    8   172
e509    170 242
e510    118 249
e511    42  71
e512    73  94
e513    83  244
e514    6   386
e515    326 330
e516    248 293
e517    33  113
e518    14  44
e519    282 387
e520    241 322
e521    4   360
e522    32  50
e523    247 253
e524    114 395
e525    72  338
e526    51  387
e527    141 255
e528    249 292
e529    153 372
e530    178 218
e531    253 309
e532    299 310
e533    59  257
e534    10  295
e535    129 157
e536    132 361
e537    231 327
e538    38  233
e539    24  39
e540    237 242
e541    314 388
e542    242 344
e543    293 394
e544    153 265
e545    261 311
e546    144 170
e547    151 332
e548    61  123
e549    392 396
e550    100 237
e551    316 386
e552    256 378
e553    24  125
e554    16  104
e555    130 253
e556    130 382
e557    18  330
e558    311 340
e559    217 367
e560    118 264
e561    31  377
e562    50  297
e563    183 362
e564    287 299
e565    172 317
e566    33  246
e567    149 400
e568    306 399
e569    11  88
e570    118 370
e571    190 249
e572    132 301
e573    182 188
e574    215 315
e575    151 212
e576    156 176
e577    120 133
e578    10  70
e579    19  328
e580    294 342
e581    125 217
e582    244 336
e583    97  284
e584    181 382
e585    112 342
e586    279 301
e587    99  294
e588    182 328
e589    77  166
e590    175 269
e591    368 385
e592    22  75
e593    162 258
e594    114 281
e595    80  297
e596    83  380
e597    177 194
e598    246 373
e599    6   365
e600    35  298
e601    35  206
e602    204 270
e603    251 277
e604    77  240
e605    192 288
e606    254 333
e607    60  120
e608    141 374
e609    143 223
e610    175 240
e611    102 171
e612    101 215
e613    219 363
e614    86  322
e615    49  356
e616    112 177
e617    131 372
e618    171 285
e619    181 274
e620    90  193
e621    126 365
e622    23  75
e623    105 203
e624    183 231
e625    191 195
e626    104 127
e627    335 390
e628    33  308
e629    156 192
e630    192 236
e631    112 222
e632    89  124
e633    41  151
e634    337 360
e635    52  290
e636    60  297
e637    13  309
e638    238 251
e639    11  196
e640    119 344
e641    126 394
e642    321 337
e643    245 265
e644    192 400
e645    139 298
e646    26  93
e647    83  254
e648    81  143
e649    3   335
e650    163 324
e651    146 294
e652    136 230
e653    26  92
e654    71  140
e655    181 238
e656    37  249
e657    111 118
e658    187 301
e659    244 286
e660    42  168
e661    40  313
e662    35  197
e663    160 215
e664    108 228
e665    236 261
e666    87  357
e667    198 233
e668    21  263
e669    15  202
e670    174 374
e671    53  228
e672    302 313
e673    234 389
e674    144 364
e675    216 243
e676    38  92
e677    122 378
e678    219 255
e679    101 105
e680    16  332
e681    32  199
e682    236 377
e683    80  95
e684    51  279
e685    256 281
e686    229 386
e687    68  113
e688    116 212
e689    12  285
e690    46  381
e691    17  265
e692    20  266
e693    49  169
e694    221 235
e695    44  378
e696    101 317
e697    242 400
e698    22  176
e699    325 393
e700    218 310
e701    184 265
e702    108 362
e703    230 263
e704    54  326
e705    43  263
e706    208 220
e707    35  56
e708    316 334
e709    167 216
e710    46  208
e711    231 245
e712    212 301
e713    286 365
e714    230 272
e715    95  293
e716    87  220
e717    67  137
e718    152 198
e719    157 304
e720    191 307
e721    124 182
e722    336 359
e723    97  237
e724    46  366
e725    242 326
e726    177 255
e727    118 173
e728    65  354
e729    297 365
e730    345 398
e731    34  55
e732    162 168
e733    121 223
e734    153 320
e735    165 238
e736    177 263
e737    26  302
e738    64  322
e739    272 365
e740    268 375
e741    240 264
e742    51  346
e743    44  240
e744    295 370
e745    72  245
e746    188 261
e747    246 306
e748    70  273
e749    21  191
e750    114 116
e751    127 345
e752    129 162
e753    66  393
e754    152 216
e755    2   251
e756    82  400
e757    131 322
e758    105 170
e759    110 111
e760    180 329
e761    152 259
e762    248 393
e763    317 378
e764    180 357
e765    30  253
e766    43  82
e767    251 259
e768    114 324
e769    136 184
e770    248 386
e771    155 292
e772    44  71
e773    164 188
e774    176 339
e775    103 142
e776    311 361
e777    262 335
e778    86  365
e779    136 280
e780    149 185
e781    36  373
e782    186 399
e783    359 400
e784    63  150
e785    208 392
e786    35  326
e787    82  125
e788    288 398
e789    177 216
e790    191 230
e791    182 378
e792    38  327
e793    133 293
e794    220 317
e795    238 295
e796    1   235
e797    238 400
e798    212 319
e799    46  369
e800    113 164
e801    39  277
e802    151 369
e803    35  69
e804    181 186
e805    47  367
e806    103 271
e807    306 395
e808    171 255
e809    259 335
e810    106 226
e811    180 233
e812    169 370
e813    35  157
e814    288 327
e815    270 370
e816    30  170
e817    64  67
e818    102 153
e819    213 288
e820    40  348
e821    271 328
e822    132 367
e823    5   95
e824    67  358
e825    288 340
e826    206 384
e827    108 400
e828    34  394
e829    109 298
e830    77  311
e831    101 338
e832    39  240
e833    70  243
e834    42  48
e835    1   248
e836    141 279
e837    241 362
e838    3   26
e839    322 340
e840    222 313
e841    321 386
e842    177 231
e843    83  347
e844    214 394
e845    226 295
e846    50  151
e847    129 194
e848    267 390
e849    93  255
e850    163 397
e851    317 337
e852    93  110
e853    9   243
e854    245 267
e855    369 397
e856    94  187
e857    77  399
e858    18  92
e859    263 271
e860    158 297
e861    76  228
e862    153 175
e863    97  229
e864    13  168
e865    137 252
e866    86  333
e867    160 225
e868    49  397
e869    138 212
e870    168 240
e871    102 127
e872    218 327
e873    132 365
e874    131 373
e875    102 373
e876    231 397
e877    98  266
e878    89  321
e879    184 335
e880    181 397
e881    77  231
e882    16  261
e883    9   36
e884    27  252
e885    3   44
e886    134 207
e887    95  318
e888    195 349
e889    11  227
e890    44  133
e891    256 283
e892    67  279
e893    102 141
e894    295 389
e895    304 309
e896    265 277
e897    142 388
e898    10  26
e899    111 357
e900    124 291
e901    122 338
e902    59  128
e903    167 263
e904    137 180
e905    72  372
e906    78  357
e907    264 291
e908    325 349
e909    11  138
e910    121 335
e911    20  133
e912    95  348
e913    179 330
e914    107 393
e915    169 309
e916    54  239
e917    135 195
e918    8   155
e919    113 278
e920    209 365
e921    223 332
e922    231 308
e923    278 387
e924    61  64
e925    237 356
e926    104 206
e927    34  174
e928    238 280
e929    31  271
e930    272 303
e931    24  134
e932    21  371
e933    69  190
e934    3   195
e935    26  243
e936    212 370
e937    17  310
e938    264 271
e939    115 344
e940    43  248
e941    154 265
e942    218 381
e943    217 390
e944    121 362
e945    128 276
e946    7   335
e947    198 208
e948    16  288
e949    210 275
e950    13  267
e951    349 394
e952    292 387
e953    158 296
e954    9   171
e955    157 295
e956    25  388
e957    149 270
e958    40  207
e959    80  154
e960    75  229
e961    151 276
e962    36  237
e963    275 390
e964    56  219
e965    328 384
e966    169 306
e967    142 381
e968    224 317
e969    326 395
e970    94  204
e971    119 350
e972    251 381
e973    313 347
e974    172 329
e975    2   249
e976    130 262
e977    47  193
e978    138 198
e979    158 352
e980    18  307
e981    115 340
e982    26  367
e983    220 252
e984    8   44
e985    353 383
e986    45  229
e987    25  386
e988    125 157
e989    170 387
e990    89  362
e991    218 290
e992    55  136
e993    66  176
e994    122 189
e995    5   119
e996    44  66
e997    188 308
e998    235 265
e999    15  94
e1000   127 399
e1001   165 270
e1002   19  377
e1003   34  204
e1004   23  145
e1005   68  381
e1006   29  172
e1007   56  263
e1008   51  89
e1009   61  291
e1010   77  301
e1011   99  256
e1012   3   234
e1013   2   318
e1014   199 321
e1015   160 291
e1016   64  155
e1017   363 388
e1018   54  93
e1019   37  313
e1020   33  333
e1021   31  100
e1022   24  122
e1023   90  295
e1024   182 253
e1025   99  215
e1026   175 203
e1027   114 323
e1028   14  29
e1029   143 162
e1030   101 202
e1031   113 346
e1032   274 318
e1033   184 301
e1034   36  363
e1035   24  138
e1036   269 359
e1037   46  399
e1038   135 380
e1039   23  144
e1040   69  221
e1041   101 346
e1042   116 261
e1043   42  66
e1044   79  334
e1045   171 292
e1046   131 336
e1047   86  320
e1048   238 345
e1049   107 216
e1050   111 282
e1051   64  290
e1052   78  152
e1053   31  278
e1054   183 280
e1055   79  399
e1056   45  382
e1057   245 318
e1058   57  61
e1059   284 367
e1060   144 368
e1061   88  228
e1062   350 360
e1063   161 190
e1064   274 328
e1065   312 340
e1066   37  179
e1067   269 365
e1068   17  197
e1069   188 304
e1070   109 199
e1071   172 258
e1072   150 275
e1073   241 321
e1074   50  284
e1075   384 392
e1076   6   315
e1077   110 321
e1078   17  64
e1079   295 318
e1080   91  270
e1081   71  310
e1082   43  167
e1083   209 267
e1084   49  97
e1085   36  41
e1086   63  331
e1087   35  86
e1088   196 230
e1089   76  79
e1090   119 241
e1091   225 307
e1092   320 345
e1093   25  173
e1094   117 159
e1095   301 400
e1096   271 302
e1097   34  109
e1098   101 200
e1099   92  108
e1100   8   33
e1101   187 272
e1102   9   348
e1103   62  253
e1104   286 321
e1105   235 314
e1106   220 339
e1107   30  199
e1108   86  184
e1109   127 247
e1110   18  95
e1111   92  291
e1112   41  196
e1113   61  135
e1114   29  377
e1115   96  236
e1116   139 371
e1117   68  87
e1118   120 369
e1119   216 398
e1120   173 259
e1121   232 252
e1122   67  245
e1123   62  83
e1124   5   72
e1125   114 326
e1126   245 375
e1127   90  314
e1128   341 381
e1129   368 392
e1130   1   214
e1131   224 345
e1132   51  219
e1133   96  368
e1134   113 152
e1135   130 271
e1136   246 388
e1137   243 261
e1138   47  129
e1139   52  380
e1140   25  389
e1141   51  122
e1142   122 295
e1143   155 282
e1144   146 388
e1145   129 248
e1146   184 259
e1147   307 350
e1148   26  181
e1149   95  372
e1150   331 360
e1151   263 345
e1152   244 245
e1153   244 257
e1154   71  81
e1155   264 335
e1156   162 389
e1157   13  199
e1158   294 329
e1159   98  202
e1160   87  398
e1161   73  367
e1162   23  336
e1163   130 346
e1164   297 336
e1165   21  80
e1166   157 286
e1167   29  121
e1168   80  189
e1169   277 278
e1170   66  84
e1171   54  265
e1172   23  260
e1173   151 247
e1174   13  252
e1175   171 329
e1176   8   334
e1177   273 394
e1178   222 328
e1179   128 300
e1180   135 348
e1181   1   315
e1182   103 107
e1183   41  384
e1184   106 120
e1185   52  221
e1186   49  164
e1187   301 314
e1188   20  71
e1189   163 323
e1190   147 284
e1191   229 324
e1192   92  387
e1193   188 278
e1194   36  208
e1195   57  262
e1196   311 377
e1197   90  349
e1198   66  140
e1199   157 159
e1200   264 382
e1201   31  308
e1202   109 201
e1203   7   360
e1204   20  93
e1205   254 258
e1206   59  378
e1207   201 244
e1208   173 212
e1209   120 223
e1210   226 254
e1211   245 395
e1212   245 254
e1213   359 366
e1214   236 280
e1215   6   312
e1216   21  342
e1217   16  116
e1218   28  384
e1219   319 380
e1220   5   355
e1221   398 400
e1222   67  289
e1223   137 294
e1224   39  317
e1225   128 332
e1226   120 316
e1227   64  207
e1228   1   55
e1229   257 374
e1230   54  346
e1231   36  224
e1232   86  197
e1233   145 240
e1234   141 307
e1235   5   87
e1236   241 358
e1237   245 397
e1238   71  187
e1239   229 343
e1240   273 364
e1241   75  214
e1242   105 397
e1243   222 353
e1244   119 226
e1245   113 318
e1246   87  382
e1247   59  345
e1248   244 364
e1249   204 341
e1250   77  149
e1251   25  299
e1252   42  312
e1253   162 223
e1254   20  210
e1255   331 368
e1256   227 315
e1257   10  73
e1258   223 380
e1259   89  119
e1260   244 324
e1261   121 315
e1262   374 389
e1263   318 376
e1264   53  182
e1265   281 343
e1266   267 288
e1267   195 288
e1268   50  375
e1269   172 194
e1270   130 235
e1271   12  100
e1272   259 388
e1273   173 286
e1274   373 386
e1275   142 366
e1276   115 125
e1277   356 384
e1278   36  68
e1279   187 394
e1280   42  157
e1281   25  140
e1282   64  340
e1283   121 123
e1284   99  330
e1285   51  326
e1286   115 254
e1287   22  312
e1288   2   57
e1289   88  146
e1290   4   197
e1291   87  140
e1292   152 218
e1293   191 370
e1294   332 391
e1295   14  104
e1296   49  201
e1297   89  256
e1298   234 361
e1299   324 347
e1300   52  250
e1301   36  288
e1302   91  200
e1303   261 383
e1304   314 335
e1305   35  328
e1306   248 381
e1307   183 245
e1308   70  400
e1309   208 313
e1310   149 152
e1311   108 191
e1312   317 347
e1313   125 206
e1314   26  57
e1315   62  224
e1316   78  141
e1317   94  154
e1318   52  309
e1319   18  49
e1320   209 291
e1321   56  398
e1322   64  380
e1323   124 353
e1324   244 266
e1325   186 361
e1326   12  27
e1327   199 301
e1328   59  180
e1329   120 145
e1330   56  76
e1331   257 357
e1332   105 273
e1333   240 358
e1334   29  154
e1335   19  336
e1336   190 352
e1337   22  341
e1338   96  194
e1339   45  338
e1340   173 223
e1341   183 340
e1342   102 272
e1343   67  197
e1344   194 343
e1345   95  130
e1346   305 333
e1347   236 343
e1348   200 252
e1349   125 359
e1350   22  285
e1351   199 237
e1352   167 308
e1353   10  238
e1354   259 390
e1355   206 266
e1356   136 182
e1357   303 322
e1358   116 175
e1359   172 385
e1360   297 361
e1361   207 335
e1362   47  87
e1363   187 247
e1364   89  296
e1365   70  87
e1366   316 338
e1367   103 374
e1368   105 275
e1369   92  360
e1370   77  85
e1371   230 388
e1372   151 395
e1373   41  383
e1374   77  120
e1375   215 353
e1376   51  131
e1377   239 389
e1378   102 303
e1379   81  363
e1380   203 391
e1381   170 310
e1382   49  196
e1383   267 384
e1384   14  330
e1385   280 300
e1386   81  348
e1387   213 215
e1388   105 374
e1389   213 336
e1390   65  207
e1391   12  68
e1392   82  117
e1393   36  185
e1394   136 350
e1395   174 200
e1396   25  129
e1397   274 369
e1398   78  315
e1399   35  346
e1400   284 399
e1401   106 111
e1402   178 335
e1403   103 273
e1404   176 317
e1405   199 265
e1406   145 289
e1407   185 299
e1408   136 158
e1409   80  229
e1410   14  83
e1411   35  195
e1412   127 214
e1413   256 352
e1414   342 379
e1415   296 298
e1416   71  268
e1417   53  66
e1418   96  362
e1419   147 235
e1420   244 333
e1421   174 269
e1422   2   271
e1423   281 285
e1424   185 231
e1425   139 158
e1426   249 355
e1427   202 332
e1428   317 365
e1429   51  293
e1430   80  322
e1431   124 376
e1432   279 370
e1433   22  128
e1434   93  234
e1435   90  174
e1436   83  323
e1437   82  236
e1438   215 261
e1439   212 325
e1440   242 376
e1441   122 195
e1442   140 203
e1443   48  116
e1444   251 336
e1445   102 180
e1446   70  185
e1447   68  323
e1448   209 293
e1449   296 302
e1450   264 274
e1451   189 397
e1452   96  365
e1453   167 235
e1454   120 251
e1455   104 388
e1456   82  392
e1457   105 209
e1458   201 330
e1459   139 173
e1460   13  323
e1461   86  242
e1462   132 310
e1463   105 139
e1464   15  314
e1465   273 322
e1466   24  366
e1467   339 379
e1468   125 187
e1469   281 305
e1470   86  396
e1471   264 398
e1472   188 389
e1473   364 376
e1474   122 280
e1475   121 157
e1476   262 379
e1477   178 347
e1478   186 265
e1479   97  261
e1480   152 207
e1481   67  378
e1482   138 369
e1483   144 230
e1484   77  318
e1485   230 334
e1486   42  234
e1487   1   17
e1488   135 379
e1489   117 123
e1490   52  163
e1491   192 394
e1492   201 210
e1493   45  77
e1494   202 241
e1495   260 315
e1496   209 378
e1497   130 190
e1498   108 197
e1499   219 261
e1500   147 246
e1501   50  187
e1502   323 338
e1503   178 245
e1504   131 369
e1505   64  145
e1506   100 335
e1507   16  385
e1508   267 329
e1509   67  325
e1510   29  77
e1511   217 316
e1512   26  357
e1513   228 313
e1514   182 293
e1515   275 304
e1516   17  272
e1517   6   146
e1518   14  344
e1519   107 287
e1520   24  233
e1521   129 273
e1522   234 251
e1523   30  274
e1524   124 174
e1525   331 332
e1526   179 295
e1527   135 230
e1528   231 298
e1529   18  26
e1530   187 286
e1531   161 257
e1532   273 319
e1533   95  271
e1534   41  253
e1535   43  218
e1536   6   234
e1537   89  205
e1538   65  123
e1539   152 283
e1540   54  169
e1541   251 343
e1542   9   93
e1543   37  299
e1544   210 316
e1545   183 389
e1546   82  216
e1547   86  139
e1548   91  272
e1549   356 361
e1550   304 336
e1551   78  84
e1552   77  289
e1553   142 165
e1554   70  109
e1555   143 147
e1556   117 364
e1557   314 336
e1558   152 181
e1559   20  58
e1560   232 355
e1561   54  71
e1562   19  137
e1563   119 267
e1564   217 375
e1565   162 196
e1566   150 348
e1567   86  174
e1568   54  333
e1569   147 187
e1570   175 272
e1571   75  140
e1572   243 339
e1573   22  252
e1574   151 358
e1575   181 339
e1576   278 337
e1577   253 350
e1578   8   236
e1579   328 341
e1580   46  246
e1581   96  325
e1582   347 351
e1583   195 215
e1584   32  163
e1585   220 261
e1586   34  233
e1587   180 186
e1588   92  397
e1589   198 212
e1590   167 246
e1591   259 369
e1592   36  382
e1593   71  260
e1594   201 233
e1595   166 219
e1596   220 392
e1597   227 342
e1598   44  251
e1599   129 292
e1600   37  144
e1601   389 391
e1602   98  120
e1603   105 147
e1604   92  170
e1605   12  161
e1606   25  143
e1607   1   161
e1608   67  78
e1609   61  365
e1610   92  125
e1611   15  199
e1612   42  397
e1613   215 228
e1614   291 360
e1615   48  330
e1616   269 320
e1617   54  130
e1618   255 381
e1619   161 316
e1620   155 236
e1621   31  379
e1622   72  155
e1623   195 250
e1624   60  342
e1625   149 184
e1626   164 384
e1627   20  201
e1628   23  192
e1629   57  392
e1630   292 333
e1631   133 214
e1632   114 241
e1633   105 144
e1634   31  89
e1635   98  146
e1636   145 307
e1637   130 337
e1638   146 384
e1639   127 243
e1640   248 379
e1641   155 350
e1642   147 212
e1643   65  105
e1644   35  119
e1645   64  108
e1646   105 390
e1647   24  303
e1648   247 342
e1649   191 359
e1650   11  90
e1651   29  161
e1652   52  197
e1653   239 278
e1654   35  264
e1655   40  274
e1656   209 314
e1657   178 264
e1658   95  321
e1659   39  50
e1660   55  386
e1661   82  324
e1662   109 202
e1663   121 227
e1664   300 396
e1665   169 194
e1666   158 233
e1667   127 218
e1668   154 160
e1669   226 269
e1670   71  256
e1671   68  161
e1672   241 399
e1673   111 296
e1674   78  126
e1675   96  326
e1676   310 372
e1677   104 107
e1678   106 115
e1679   76  343
e1680   119 208
e1681   269 375
e1682   246 297
e1683   52  317
e1684   52  96
e1685   111 161
e1686   225 226
e1687   256 294
e1688   84  268
e1689   11  306
e1690   102 318
e1691   98  374
e1692   259 261
e1693   54  112
e1694   21  40
e1695   194 218
e1696   108 263
e1697   187 387
e1698   103 223
e1699   245 325
e1700   15  74
e1701   165 368
e1702   86  271
e1703   3   374
e1704   213 250
e1705   32  76
e1706   108 170
e1707   107 352
e1708   1   149
e1709   38  56
e1710   385 398
e1711   31  72
e1712   32  344
e1713   107 117
e1714   108 144
e1715   34  381
e1716   62  344
e1717   29  396
e1718   209 350
e1719   174 228
e1720   81  258
e1721   172 300
e1722   8   142
e1723   24  400
e1724   36  157
e1725   74  186
e1726   65  269
e1727   31  247
e1728   43  297
e1729   221 239
e1730   297 369
e1731   105 230
e1732   51  216
e1733   109 132
e1734   79  112
e1735   2   193
e1736   265 321
e1737   198 318
e1738   85  260
e1739   64  203
e1740   109 350
e1741   323 360
e1742   75  317
e1743   215 366
e1744   54  386
e1745   388 389
e1746   206 362
e1747   196 251
e1748   356 358
e1749   10  316
e1750   79  288
e1751   34  393
e1752   154 200
e1753   72  330
e1754   183 346
e1755   19  234
e1756   231 251
e1757   122 348
e1758   182 257
e1759   58  134
e1760   147 294
e1761   93  349
e1762   205 333
e1763   60  237
e1764   68  290
e1765   106 305
e1766   93  193
e1767   75  331
e1768   117 207
e1769   4   286
e1770   21  203
e1771   221 370
e1772   159 355
e1773   14  130
e1774   14  100
e1775   225 353
e1776   22  142
e1777   86  386
e1778   189 221
e1779   141 235
e1780   128 279
e1781   138 227
e1782   22  76
e1783   47  252
e1784   17  50
e1785   9   55
e1786   127 290
e1787   129 235
e1788   105 175
e1789   223 338
e1790   206 276
e1791   241 282
e1792   71  89
e1793   286 390
e1794   142 386
e1795   169 377
e1796   24  365
e1797   93  325
e1798   21  144
e1799   334 338
e1800   84  163
e1801   50  208
e1802   14  298
e1803   15  97
e1804   354 357
e1805   36  47
e1806   12  325
e1807   74  180
e1808   247 387
e1809   68  333
e1810   57  191
e1811   64  110
e1812   41  286
e1813   162 386
e1814   36  366
e1815   92  154
e1816   172 285
e1817   114 255
e1818   74  156
e1819   57  343
e1820   74  190
e1821   33  189
e1822   340 341
e1823   100 157
e1824   185 252
e1825   157 247
e1826   1   353
e1827   27  148
e1828   54  387
e1829   12  168
e1830   29  254
e1831   262 293
e1832   127 265
e1833   67  70
e1834   173 318
e1835   11  44
e1836   2   259
e1837   24  322
e1838   100 125
e1839   130 287
e1840   115 378
e1841   190 335
e1842   171 202
e1843   138 228
e1844   61  170
e1845   307 331
e1846   29  221
e1847   59  112
e1848   47  327
e1849   30  76
e1850   30  118
e1851   74  334
e1852   114 343
e1853   142 146
e1854   4   132
e1855   68  262
e1856   143 283
e1857   132 327
e1858   92  94
e1859   243 390
e1860   7   149
e1861   114 267
e1862   39  383
e1863   312 344
e1864   79  395
e1865   24  100
e1866   257 260
e1867   117 181
e1868   222 260
e1869   29  393
e1870   225 329
