V: 400
E: 39900
e215    216 271
e216    17  271
e217    17  375
e218    310 375
e219    64  310
e220    19  64
e221    19  288
e222    288 361
e223    300 361
e224    279 300
e225    279 330
e226    184 330
e227    182 184
e228    110 182
e229    4   110
e230    4   307
e231    100 307
e232    100 293
e233    293 346
e234    210 346
e235    210 303
e236    303 392
e237    54  392
e238    54  388
e239    95  388
e240    95  119
e241    119 163
e242    163 290
e243    290 295
e244    8   295
e245    8   144
e246    71  144
e247    71  314
e248    194 314
e249    194 240
e250    18  240
e251    18  164
e252    164 364
e253    214 364
e254    76  214
e255    61  76
e256    61  83
e257    83  160
e258    160 245
e259    183 245
e260    183 262
e261    121 262
e262    9   121
e263    9   386
e264    113 386
e265    113 273
e266    97  273
e267    69  97
e268    69  155
e269    155 327
e270    306 327
e271    161 306
e272    125 161
e273    125 359
e274    34  359
e275    34  52
e276    52  167
e277    103 167
e278    62  103
e279    15  62
e280    15  396
e281    132 396
e282    132 189
e283    74  189
e284    74  371
e285    105 371
e286    105 328
e287    230 328
e288    230 394
e289    211 394
e290    1   211
e291    1   204
e292    177 204
e293    135 177
e294    135 236
e295    236 400
e296    169 400
e297    169 304
e298    38  304
e299    38  89
e300    89  399
e301    193 399
e302    193 254
e303    143 254
e304    143 360
e305    166 360
e306    106 166
e307    106 244
e308    128 244
e309    40  128
e310    40  221
e311    221 278
e312    146 278
e313    146 336
e314    336 397
e315    13  397
e316    13  301
e317    36  301
e318    36  272
e319    101 272
e320    101 218
e321    218 335
e322    203 335
e323    203 319
e324    16  319
e325    16  65
e326    26  65
e327    26  186
e328    186 190
e329    190 208
e330    23  208
e331    23  231
e332    231 263
e333    10  263
e334    10  41
e335    41  175
e336    175 249
e337    114 249
e338    114 118
e339    118 235
e340    153 235
e341    152 153
e342    152 305
e343    138 305
e344    42  138
e345    42  282
e346    137 282
e347    66  137
e348    24  66
e349    24  350
e350    45  350
e351    45  75
e352    75  157
e353    68  157
e354    68  224
e355    224 338
e356    338 393
e357    176 393
e358    87  176
e359    87  168
e360    7   168
e361    7   250
e362    250 352
e363    117 352
e364    117 170
e365    170 368
e366    298 368
e367    108 298
e368    108 165
e369    165 267
e370    267 354
e371    344 354
e372    344 389
e373    317 389
e374    171 317
e375    171 309
e376    309 348
e377    200 348
e378    172 200
e379    99  172
e380    99  247
e381    247 362
e382    266 362
e383    266 323
e384    248 323
e385    248 369
e386    217 369
e387    70  217
e388    70  370
e389    123 370
e390    123 391
e391    325 391
e392    275 325
e393    57  275
e394    57  387
e395    363 387
e396    252 363
e397    252 381
e398    198 381
e399    198 228
e400    343 393
e401    172 245
e402    9   28
e403    87  120
e404    228 268
e405    51  118
e406    154 189
e407    141 258
e408    33  118
e409    80  393
e410    135 199
e411    35  160
e412    165 247
e413    253 294
e414    271 318
e415    14  276
e416    93  230
e417    48  356
e418    114 165
e419    316 361
e420    47  157
e421    85  307
e422    11  368
e423    144 167
e424    261 282
e425    233 250
e426    75  141
e427    75  144
e428    211 233
e429    245 325
e430    134 235
e431    202 397
e432    176 215
e433    62  288
e434    142 186
e435    144 354
e436    32  117
e437    33  378
e438    114 254
e439    67  237
e440    151 398
e441    37  393
e442    22  181
e443    89  201
e444    18  304
e445    123 304
e446    72  241
e447    213 227
e448    88  356
e449    92  193
e450    106 123
e451    3   75
e452    139 296
e453    44  117
e454    98  109
e455    31  380
e456    89  144
e457    247 384
e458    166 242
e459    35  375
e460    200 376
e461    44  238
e462    46  113
e463    205 221
e464    22  26
e465    162 275
e466    115 293
e467    149 318
e468    126 298
e469    65  158
e470    320 381
e471    144 274
e472    153 161
e473    225 244
e474    190 371
e475    58  114
e476    218 323
e477    62  165
e478    13  298
e479    71  184
e480    239 288
e481    5   77
e482    218 269
e483    354 374
e484    236 325
e485    249 268
e486    218 371
e487    124 220
e488    319 365
e489    81  361
e490    221 362
e491    105 313
e492    58  192
e493    232 384
e494    1   305
e495    343 394
e496    93  319
e497    244 270
e498    292 326
e499    179 271
e500    9   47
e501    87  400
e502    104 338
e503    95  201
e504    218 223
e505    250 278
e506    38  245
e507    92  114
e508    182 211
e509    123 252
e510    20  268
e511    306 378
e512    127 299
e513    95  280
e514    189 394
e515    183 351
e516    204 354
e517    48  310
e518    18  59
e519    89  294
e520    184 211
e521    121 183
e522    42  144
e523    55  400
e524    178 213
e525    82  398
e526    149 157
e527    27  55
e528    110 360
e529    101 377
e530    59  106
e531    30  102
e532    41  300
e533    235 324
e534    45  335
e535    96  152
e536    93  229
e537    69  209
e538    86  186
e539    234 258
e540    72  280
e541    181 318
e542    107 185
e543    197 202
e544    177 256
e545    88  308
e546    113 359
e547    78  236
e548    110 153
e549    81  244
e550    118 221
e551    66  134
e552    117 330
e553    305 321
e554    89  218
e555    175 370
e556    243 277
e557    179 305
e558    189 321
e559    256 323
e560    99  128
e561    58  79
e562    189 357
e563    194 381
e564    391 393
e565    100 333
e566    105 390
e567    140 252
e568    185 215
e569    65  178
e570    281 282
e571    109 359
e572    287 314
e573    32  116
e574    58  208
e575    190 290
e576    226 231
e577    146 391
e578    164 388
e579    177 329
e580    136 324
e581    98  328
e582    37  119
e583    70  287
e584    54  104
e585    4   365
e586    146 256
e587    218 375
e588    19  99
e589    44  193
e590    79  157
e591    174 336
e592    101 311
e593    103 280
e594    150 245
e595    89  228
e596    8   137
e597    42  358
e598    12  354
e599    241 250
e600    146 244
e601    13  154
e602    94  286
e603    85  335
e604    251 328
e605    65  372
e606    134 195
e607    58  172
e608    150 393
e609    209 397
e610    190 335
e611    42  354
e612    137 366
e613    119 396
e614    18  104
e615    8   264
e616    259 344
e617    11  200
e618    20  66
e619    215 243
e620    18  377
e621    30  317
e622    24  178
e623    33  275
e624    365 385
e625    208 362
e626    15  32
e627    54  315
e628    59  104
e629    216 291
e630    234 382
e631    65  365
e632    206 251
e633    161 334
e634    131 392
e635    151 182
e636    233 318
e637    177 342
e638    105 122
e639    120 154
e640    211 303
e641    228 394
e642    30  146
e643    8   308
e644    232 286
e645    161 325
e646    36  196
e647    214 253
e648    182 219
e649    205 341
e650    78  393
e651    212 233
e652    200 397
e653    294 379
e654    247 283
e655    169 253
e656    62  263
e657    24  162
e658    371 379
e659    189 222
e660    254 385
e661    265 299
e662    72  258
e663    282 365
e664    273 363
e665    124 323
e666    181 350
e667    128 133
e668    91  161
e669    28  33
e670    253 329
e671    125 386
e672    34  156
e673    100 174
e674    91  173
e675    240 244
e676    153 361
e677    8   351
e678    180 347
e679    128 376
e680    116 329
e681    107 320
e682    123 330
e683    112 389
e684    136 291
e685    72  210
e686    190 351
e687    326 336
e688    260 313
e689    102 232
e690    109 373
e691    182 193
e692    120 285
e693    28  363
e694    120 400
e695    186 301
e696    318 325
e697    206 222
e698    104 263
e699    168 388
e700    39  283
e701    20  34
e702    172 289
e703    25  217
e704    148 267
e705    116 275
e706    7   156
e707    137 326
e708    201 239
e709    362 368
e710    16  113
e711    328 337
e712    25  51
e713    12  272
e714    55  105
e715    51  128
e716    335 385
e717    71  310
e718    87  162
e719    191 396
e720    211 375
e721    88  373
e722    29  312
e723    145 311
e724    189 297
e725    5   25
e726    136 207
e727    24  276
e728    93  346
e729    10  238
e730    206 300
e731    93  321
e732    216 388
e733    171 341
e734    227 337
e735    115 164
e736    177 243
e737    138 151
e738    44  250
e739    113 300
e740    306 362
e741    209 224
e742    26  51
e743    128 393
e744    47  110
e745    70  365
e746    77  158
e747    6   292
e748    55  280
e749    41  272
e750    372 375
e751    362 375
e752    133 291
e753    183 359
e754    56  139
e755    97  380
e756    194 297
e757    333 339
e758    113 383
e759    43  191
e760    213 396
e761    62  290
e762    95  263
e763    38  85
e764    145 286
e765    84  165
e766    259 378
e767    142 332
e768    262 388
e769    76  160
e770    34  244
e771    73  372
e772    68  268
e773    181 276
e774    226 354
e775    24  342
e776    82  237
e777    46  159
e778    85  314
e779    39  100
e780    98  254
e781    74  312
e782    56  216
e783    120 335
e784    1   155
e785    122 352
e786    37  284
e787    348 362
e788    91  141
e789    223 395
e790    219 257
e791    259 332
e792    122 142
e793    297 328
e794    214 384
e795    19  303
e796    37  162
e797    146 307
e798    162 361
e799    252 317
e800    149 341
e801    27  225
e802    3   303
e803    305 353
e804    84  135
e805    19  224
e806    105 262
e807    221 397
e808    142 239
e809    190 314
e810    224 289
e811    122 172
e812    49  383
e813    1   360
e814    202 378
e815    2   380
e816    174 372
e817    247 278
e818    34  231
e819    220 329
e820    237 375
e821    131 163
e822    196 365
e823    41  57
e824    217 310
e825    219 308
e826    3   372
e827    325 364
e828    220 255
e829    243 355
e830    305 343
e831    333 376
e832    40  83
e833    50  291
e834    258 343
e835    167 205
e836    213 371
e837    78  314
e838    62  391
e839    188 208
e840    8   303
e841    68  184
e842    183 295
e843    8   172
e844    8   322
e845    58  376
e846    192 375
e847    277 332
e848    230 400
e849    48  325
e850    146 150
e851    200 274
e852    103 144
e853    2   6
e854    50  325
e855    229 264
e856    48  56
e857    40  347
e858    122 308
e859    39  301
e860    32  278
e861    283 336
e862    191 286
e863    14  238
e864    94  147
e865    232 314
e866    283 344
e867    42  258
e868    104 310
e869    192 325
e870    7   177
e871    248 358
e872    59  229
e873    137 329
e874    29  238
e875    92  210
e876    148 191
e877    269 293
e878    264 268
e879    353 389
e880    90  168
e881    178 309
e882    33  137
e883    165 286
e884    14  89
e885    212 337
e886    248 383
e887    26  124
e888    31  325
e889    57  278
e890    263 277
e891    210 256
e892    223 337
e893    42  196
e894    173 390
e895    241 391
e896    321 373
e897    10  103
e898    70  99
e899    26  222
e900    164 344
e901    123 341
e902    301 399
e903    109 344
e904    25  268
e905    239 343
e906    333 386
e907    91  213
e908    53  359
e909    242 314
e910    90  391
e911    176 241
e912    97  98
e913    115 145
e914    328 361
e915    103 252
e916    99  114
e917    155 269
e918    339 356
e919    123 172
e920    49  335
e921    255 389
e922    282 291
e923    46  51
e924    229 309
e925    36  254
e926    283 389
e927    205 244
e928    99  108
e929    199 311
e930    278 340
e931    134 240
e932    219 392
e933    58  90
e934    98  303
e935    201 293
e936    53  319
e937    49  307
e938    243 303
e939    129 255
e940    64  282
e941    133 195
e942    217 261
e943    111 273
e944    26  151
e945    16  232
e946    262 300
e947    57  184
e948    121 209
e949    171 291
e950    233 362
e951    327 349
e952    108 143
e953    195 377
e954    205 363
e955    344 370
e956    58  247
e957    45  146
e958    318 359
e959    186 282
e960    64  347
e961    71  186
e962    57  393
e963    250 269
e964    122 240
e965    132 239
e966    23  103
e967    207 334
e968    75  88
e969    175 325
e970    232 297
e971    27  189
e972    46  357
e973    15  127
e974    165 312
e975    204 213
e976    10  47
e977    3   298
e978    150 279
e979    68  127
e980    241 355
e981    74  132
e982    145 321
e983    124 340
e984    244 358
e985    34  107
e986    233 290
e987    44  159
e988    37  141
e989    42  143
e990    76  339
e991    319 320
e992    230 377
e993    206 332
e994    165 351
e995    47  325
e996    108 170
e997    278 348
e998    315 354
e999    36  271
e1000   207 360
e1001   179 303
e1002   65  157
e1003   212 244
e1004   114 183
e1005   237 325
e1006   189 279
e1007   154 323
e1008   303 345
e1009   193 339
e1010   194 390
e1011   320 387
e1012   121 400
e1013   211 356
e1014   91  227
e1015   1   172
e1016   141 367
e1017   270 359
e1018   141 327
e1019   141 220
e1020   88  140
e1021   211 383
e1022   184 210
e1023   381 400
e1024   26  201
e1025   12  92
e1026   210 332
e1027   14  383
e1028   41  192
e1029   37  304
e1030   34  110
e1031   121 357
e1032   66  113
e1033   184 223
e1034   9   364
e1035   13  376
e1036   125 198
e1037   106 250
e1038   109 211
e1039   178 216
e1040   140 356
e1041   185 291
e1042   215 310
e1043   240 332
e1044   257 385
e1045   319 350
e1046   24  184
e1047   32  54
e1048   19  27
e1049   98  145
e1050   159 400
e1051   63  391
e1052   37  188
e1053   134 367
e1054   105 133
e1055   203 333
e1056   15  88
e1057   154 297
e1058   231 249
e1059   142 204
e1060   227 253
e1061   153 238
e1062   45  64
e1063   342 353
e1064   184 232
e1065   11  33
e1066   216 382
e1067   123 366
e1068   104 178
e1069   106 344
e1070   227 252
e1071   54  387
e1072   335 336
e1073   278 287
e1074   188 205
e1075   285 295
e1076   148 319
e1077   238 321
e1078   18  124
e1079   25  85
e1080   54  368
e1081   20  302
e1082   322 382
e1083   273 316
e1084   127 189
e1085   128 365
e1086   121 260
e1087   26  387
e1088   59  99
e1089   18  129
e1090   55  290
e1091   44  247
e1092   116 300
e1093   68  115
e1094   61  128
e1095   105 380
e1096   94  319
e1097   139 174
e1098   35  351
e1099   65  353
e1100   63  372
e1101   79  90
e1102   61  321
e1103   36  198
e1104   123 334
e1105   140 359
e1106   67  395
e1107   79  371
e1108   207 258
e1109   121 206
e1110   205 268
e1111   61  255
e1112   23  149
e1113   272 341
e1114   252 383
e1115   37  65
e1116   177 395
e1117   84  355
e1118   169 200
e1119   379 384
e1120   81  318
e1121   127 345
e1122   146 389
e1123   27  385
e1124   60  349
e1125   94  367
e1126   259 315
e1127   86  259
e1128   30  118
e1129   56  312
e1130   50  95
e1131   215 272
e1132   75  298
e1133   219 365
e1134   113 287
e1135   39  279
e1136   142 274
e1137   126 351
e1138   128 260
e1139   72  277
e1140   165 245
e1141   323 393
e1142   285 343
e1143   136 151
e1144   91  97
e1145   171 366
e1146   73  113
e1147   330 386
e1148   74  103
e1149   230 315
e1150   166 181
e1151   62  314
e1152   181 328
e1153   173 220
e1154   134 136
e1155   391 399
e1156   179 358
e1157   148 205
e1158   103 292
e1159   356 387
e1160   230 325
e1161   17  129
e1162   109 321
e1163   202 327
e1164   140 212
e1165   186 248
e1166   158 299
e1167   97  399
e1168   143 358
e1169   123 378
e1170   3   356
e1171   98  376
e1172   213 334
e1173   125 325
e1174   211 284
e1175   88  274
e1176   352 391
e1177   38  298
e1178   73  141
e1179   2   19
e1180   361 394
e1181   213 288
e1182   92  200
e1183   83  149
e1184   173 274
e1185   30  150
e1186   233 347
e1187   174 227
e1188   319 346
e1189   296 393
e1190   88  277
e1191   38  257
e1192   25  99
e1193   145 168
e1194   33  362
e1195   71  190
e1196   105 356
e1197   10  17
e1198   68  285
e1199   14  285
e1200   177 251
e1201   111 252
e1202   59  61
e1203   42  44
e1204   125 264
e1205   196 380
e1206   9   177
e1207   143 274
e1208   137 250
e1209   32  339
e1210   187 241
e1211   80  384
e1212   74  129
e1213   218 331
e1214   34  106
e1215   61  283
e1216   101 142
e1217   147 236
e1218   41  378
e1219   125 384
e1220   20  98
e1221   54  394
e1222   294 347
e1223   143 362
e1224   218 273
e1225   171 217
e1226   313 382
e1227   11  390
e1228   128 381
e1229   313 385
e1230   113 307
e1231   159 346
e1232   135 294
e1233   42  267
e1234   39  391
e1235   75  273
e1236   85  308
e1237   90  319
e1238   188 391
e1239   127 186
e1240   167 188
e1241   289 346
e1242   245 264
e1243   230 302
e1244   112 226
e1245   20  397
e1246   56  71
e1247   12  113
e1248   108 340
e1249   259 400
e1250   80  321
e1251   105 283
e1252   96  345
e1253   74  133
e1254   300 394
e1255   138 223
e1256   195 258
e1257   147 326
e1258   271 362
e1259   83  291
e1260   38  393
e1261   213 331
e1262   277 372
e1263   15  20
e1264   207 296
e1265   81  150
e1266   132 187
e1267   48  247
e1268   63  84
e1269   168 344
e1270   113 228
e1271   212 236
e1272   4   282
e1273   198 202
e1274   87  324
e1275   70  151
e1276   25  368
e1277   7   43
e1278   293 391
e1279   68  312
e1280   77  119
e1281   179 188
e1282   143 151
e1283   6   9
e1284   211 301
e1285   242 300
e1286   315 327
e1287   166 179
e1288   119 202
e1289   90  210
e1290   76  222
e1291   91  210
e1292   56  81
e1293   56  165
e1294   5   180
e1295   192 256
e1296   152 276
e1297   91  395
e1298   49  50
e1299   62  261
e1300   193 277
e1301   24  388
e1302   245 252
e1303   111 143
e1304   190 242
e1305   241 272
e1306   83  223
e1307   256 393
e1308   28  369
e1309   70  133
e1310   87  241
e1311   206 230
e1312   45  51
e1313   52  149
e1314   185 224
e1315   117 154
e1316   57  349
e1317   213 283
e1318   67  234
e1319   204 365
e1320   339 346
e1321   338 376
e1322   165 385
e1323   109 330
e1324   236 284
e1325   81  367
e1326   317 393
e1327   36  174
e1328   182 364
e1329   195 380
e1330   92  104
e1331   5   287
e1332   87  125
e1333   135 216
e1334   10  110
e1335   22  361
e1336   4   329
e1337   132 142
e1338   266 292
e1339   42  61
e1340   219 342
e1341   169 389
e1342   37  218
e1343   65  238
e1344   175 177
e1345   52  320
e1346   88  171
e1347   101 247
e1348   60  371
e1349   78  214
e1350   169 375
e1351   174 320
e1352   7   214
e1353   77  388
e1354   33  261
e1355   72  171
e1356   141 320
e1357   253 285
e1358   298 324
e1359   89  187
e1360   151 250
e1361   234 360
e1362   190 370
e1363   234 274
e1364   228 285
e1365   83  296
e1366   79  364
e1367   292 368
e1368   300 395
e1369   175 212
e1370   250 360
e1371   143 204
e1372   7   249
e1373   169 312
e1374   216 318
e1375   162 324
e1376   125 185
e1377   19  229
e1378   16  87
e1379   244 384
e1380   133 244
e1381   161 377
e1382   276 350
e1383   178 393
e1384   29  286
e1385   329 386
e1386   123 375
e1387   130 400
e1388   217 348
e1389   227 342
e1390   12  316
e1391   321 361
e1392   112 354
e1393   136 273
e1394   214 353
e1395   12  331
e1396   80  116
e1397   90  228
e1398   132 193
e1399   134 256
e1400   33  140
e1401   231 396
e1402   39  210
e1403   229 396
e1404   72  199
e1405   43  260
e1406   28  186
e1407   149 329
e1408   16  30
e1409   40  165
e1410   43  156
e1411   172 334
e1412   192 317
e1413   14  296
e1414   120 311
e1415   25  96
e1416   86  326
e1417   284 366
e1418   181 366
e1419   282 302
e1420   307 359
e1421   154 202
e1422   355 370
e1423   52  146
e1424   188 342
e1425   164 212
e1426   217 368
e1427   92  385
e1428   60  100
e1429   79  247
e1430   314 382
e1431   319 352
e1432   164 175
e1433   261 357
e1434   46  63
e1435   51  368
e1436   148 263
e1437   81  136
e1438   180 354
e1439   218 348
e1440   47  245
e1441   227 369
e1442   261 308
e1443   129 270
e1444   234 381
e1445   122 185
e1446   35  287
e1447   378 388
e1448   251 389
e1449   191 380
e1450   13  286
e1451   143 389
e1452   162 374
e1453   17  105
e1454   137 357
e1455   32  320
e1456   131 242
e1457   70  201
e1458   155 350
e1459   44  314
e1460   35  88
e1461   27  82
e1462   246 262
e1463   113 164
e1464   103 275
e1465   103 147
e1466   28  201
e1467   161 336
e1468   84  257
e1469   147 396
e1470   24  245
e1471   134 278
e1472   265 350
e1473   156 281
e1474   235 319
e1475   40  223
e1476   66  208
e1477   156 326
e1478   260 307
e1479   128 282
e1480   304 398
e1481   34  230
e1482   210 329
e1483   119 215
e1484   40  196
e1485   71  214
e1486   298 355
e1487   12  70
e1488   149 355
e1489   133 397
e1490   9   366
e1491   278 357
e1492   108 280
e1493   136 296
e1494   10  272
e1495   302 350
e1496   203 268
e1497   100 195
e1498   22  68
e1499   66  147
e1500   195 361
e1501   105 152
e1502   86  310
e1503   145 397
e1504   111 372
e1505   175 286
e1506   163 390
e1507   26  273
e1508   103 154
e1509   33  384
e1510   186 344
e1511   139 264
e1512   87  269
e1513   129 149
e1514   217 255
e1515   81  112
e1516   251 301
e1517   48  84
e1518   129 252
e1519   22  386
e1520   127 139
e1521   39  192
e1522   176 318
e1523   106 159
e1524   315 322
e1525   346 366
e1526   163 389
e1527   123 176
e1528   57  242
e1529   284 399
e1530   162 268
e1531   117 328
e1532   30  63
e1533   35  262
e1534   21  26
e1535   48  81
e1536   217 245
e1537   147 347
e1538   88  351
e1539   382 390
e1540   215 296
e1541   116 309
e1542   88  124
e1543   178 273
e1544   11  27
e1545   225 272
e1546   200 322
e1547   113 163
e1548   244 283
e1549   217 372
e1550   301 321
e1551   286 341
e1552   307 318
e1553   29  111
e1554   154 334
e1555   18  172
e1556   33  54
e1557   209 315
e1558   340 348
e1559   70  85
e1560   11  317
e1561   58  182
e1562   224 374
e1563   17  226
e1564   185 376
e1565   68  138
e1566   173 243
e1567   389 395
e1568   183 231
e1569   170 272
e1570   245 317
e1571   258 312
e1572   6   53
e1573   167 219
e1574   148 160
e1575   56  291
e1576   140 228
e1577   118 345
e1578   204 290
e1579   179 326
e1580   266 280
e1581   212 400
e1582   38  220
e1583   84  158
e1584   226 400
e1585   153 270
e1586   52  171
e1587   155 251
e1588   112 337
e1589   133 203
e1590   26  379
e1591   105 187
e1592   3   249
e1593   65  226
e1594   41  382
e1595   80  391
e1596   46  127
e1597   7   53
e1598   130 294
e1599   16  165
e1600   159 347
e1601   56  322
e1602   138 270
e1603   176 347
e1604   40  190
e1605   92  390
e1606   134 377
e1607   302 374
e1608   25  334
e1609   82  371
e1610   94  352
e1611   185 231
e1612   10  74
e1613   224 326
e1614   118 149
e1615   121 218
e1616   173 187
e1617   32  374
e1618   104 131
e1619   367 380
e1620   118 227
e1621   36  343
e1622   2   350
e1623   103 313
e1624   80  226
e1625   196 382
e1626   83  323
e1627   207 323
e1628   116 138
e1629   47  65
e1630   46  251
e1631   42  229
e1632   275 319
e1633   190 218
e1634   160 270
e1635   271 295
e1636   367 392
e1637   255 376
e1638   289 317
e1639   9   236
e1640   312 371
e1641   39  101
e1642   167 326
e1643   90  295
e1644   168 265
e1645   317 366
e1646   85  303
e1647   289 395
e1648   25  75
e1649   185 314
e1650   154 356
e1651   88  209
e1652   229 332
e1653   229 347
e1654   228 291
e1655   39  303
e1656   94  135
e1657   150 190
e1658   276 394
e1659   129 380
e1660   326 392
e1661   65  211
e1662   58  278
e1663   88  323
e1664   161 265
e1665   58  224
e1666   145 158
e1667   79  231
e1668   97  364
e1669   261 319
e1670   90  278
e1671   46  64
e1672   200 209
e1673   99  227
e1674   31  119
e1675   57  96
e1676   162 389
e1677   3   304
e1678   165 278
e1679   274 351
e1680   260 368
e1681   142 364
e1682   36  215
e1683   6   377
e1684   198 360
e1685   16  298
e1686   7   268
e1687   115 264
e1688   165 242
e1689   256 259
e1690   51  389
e1691   204 234
e1692   66  168
e1693   70  397
e1694   142 327
e1695   201 332
e1696   91  310
e1697   60  310
e1698   127 323
e1699   174 232
e1700   222 223
e1701   140 322
e1702   80  134
e1703   189 382
e1704   47  140
e1705   63  114
e1706   15  309
e1707   271 300
e1708   130 165
e1709   47  77
e1710   33  264
e1711   366 397
e1712   326 358
e1713   206 348
e1714   138 319
e1715   83  334
e1716   36  230
e1717   250 283
e1718   100 386
e1719   89  380
e1720   3   350
e1721   88  264
e1722   23  76
e1723   11  189
e1724   146 397
e1725   185 246
e1726   207 243
e1727   107 358
e1728   169 326
e1729   155 231
e1730   34  242
e1731   2   144
e1732   181 227
e1733   71  379
e1734   22  283
e1735   31  92
e1736   68  279
e1737   31  262
e1738   170 309
e1739   250 343
e1740   160 348
e1741   60  142
e1742   74  149
e1743   193 276
e1744   143 272
e1745   332 358
e1746   149 231
e1747   55  108
e1748   1   120
e1749   197 308
e1750   97  340
e1751   167 263
e1752   155 366
e1753   118 329
e1754   97  213
e1755   17  338
e1756   226 305
e1757   274 284
e1758   183 260
e1759   32  71
e1760   186 351
e1761   199 279
e1762   99  326
e1763   261 320
e1764   224 323
e1765   50  261
e1766   1   147
e1767   8   153
e1768   198 393
e1769   176 320
e1770   32  348
e1771   175 381
e1772   206 341
e1773   107 327
e1774   182 265
e1775   142 326
e1776   50  277
e1777   246 311
e1778   141 289
e1779   268 338
e1780   199 294
e1781   106 290
e1782   237 288
e1783   16  80
e1784   282 385
e1785   85  151
e1786   1   4
e1787   25  206
e1788   73  385
e1789   335 393
e1790   43  55
e1791   120 398
e1792   125 400
e1793   243 301
e1794   105 268
e1795   260 309
e1796   26  234
e1797   92  243
e1798   319 339
e1799   27  325
e1800   175 390
e1801   300 341
e1802   57  299
e1803   243 276
e1804   106 117
e1805   216 354
e1806   275 360
e1807   63  145
e1808   118 292
e1809   288 292
e1810   179 310
e1811   9   178
e1812   126 176
e1813   126 168
e1814   115 161
e1815   86  155
e1816   60  366
e1817   65  161
e1818   57  143
e1819   63  102
e1820   58  249
e1821   137 151
e1822   289 306
e1823   34  67
e1824   90  180
e1825   200 222
e1826   31  34
e1827   249 265
e1828   123 381
e1829   216 281
e1830   109 174
e1831   82  392
e1832   32  62
e1833   295 309
e1834   80  200
e1835   236 321
e1836   55  187
e1837   43  121
e1838   174 259
e1839   220 290
e1840   60  143
e1841   79  382
e1842   264 316
e1843   118 297
e1844   21  85
e1845   182 242
e1846   141 328
e1847   146 377
e1848   120 227
e1849   12  126
e1850   10  268
e1851   260 365
e1852   167 244
e1853   128 392
e1854   92  123
e1855   233 396
e1856   115 139
e1857   31  101
e1858   77  168
e1859   269 338
e1860   192 303
e1861   300 396
e1862   274 394
e1863   260 303
e1864   28  145
e1865   64  139
e1866   18  208
e1867   69  192
e1868   122 351
e1869   98  281
e1870   34  390
