V: 2000
E: 99950
e615    1073 1866
e616    879  1073
e617    879  1489
e618    61   1489
e619    61   794
e620    794  984
e621    983  984
e622    812  983
e623    812  1379
e624    757  1379
e625    757  885
e626    885  1234
e627    1023 1234
e628    1023 1480
e629    471  1480
e630    471  874
e631    874  1777
e632    1546 1777
e633    862  1546
e634    862  1754
e635    1754 1848
e636    1152 1848
e637    268  1152
e638    268  1402
e639    1402 1678
e640    1678 1934
e641    388  1934
e642    297  388
e643    297  1938
e644    92   1938
e645    92   650
e646    650  1459
e647    55   1459
e648    55   1869
e649    1324 1869
e650    1252 1324
e651    374  1252
e652    374  684
e653    684  1212
e654    1212 1477
e655    178  1477
e656    178  190
e657    190  1257
e658    729  1257
e659    729  1791
e660    139  1791
e661    139  620
e662    384  620
e663    384  1723
e664    609  1723
e665    609  1772
e666    576  1772
e667    576  1157
e668    160  1157
e669    160  549
e670    481  549
e671    481  856
e672    816  856
e673    816  1969
e674    445  1969
e675    445  1151
e676    69   1151
e677    69   1164
e678    184  1164
e679    184  1078
e680    1078 1782
e681    464  1782
e682    214  464
e683    214  937
e684    618  937
e685    618  754
e686    754  1368
e687    998  1368
e688    998  1034
e689    1034 1408
e690    1283 1408
e691    1283 1493
e692    179  1493
e693    179  1106
e694    359  1106
e695    359  503
e696    503  1587
e697    486  1587
e698    486  1759
e699    956  1759
e700    956  1392
e701    1049 1392
e702    103  1049
e703    103  911
e704    700  911
e705    700  777
e706    777  1122
e707    596  1122
e708    265  596
e709    265  1536
e710    427  1536
e711    427  508
e712    508  1731
e713    415  1731
e714    151  415
e715    151  711
e716    711  1819
e717    1177 1819
e718    927  1177
e719    513  927
e720    513  1132
e721    1132 1162
e722    1162 1425
e723    366  1425
e724    366  1227
e725    677  1227
e726    677  1006
e727    20   1006
e728    20   372
e729    372  681
e730    681  755
e731    755  1196
e732    629  1196
e733    203  629
e734    203  607
e735    607  1065
e736    1065 1882
e737    1781 1882
e738    1696 1781
e739    1672 1696
e740    232  1672
e741    232  1811
e742    789  1811
e743    789  792
e744    792  1513
e745    1453 1513
e746    673  1453
e747    443  673
e748    443  1133
e749    767  1133
e750    578  767
e751    578  1485
e752    1182 1485
e753    1182 1648
e754    610  1648
e755    610  1849
e756    1614 1849
e757    524  1614
e758    524  896
e759    896  1526
e760    134  1526
e761    134  1429
e762    1281 1429
e763    1169 1281
e764    573  1169
e765    573  1042
e766    1042 1599
e767    1599 1669
e768    652  1669
e769    3    652
e770    3    1650
e771    97   1650
e772    97   1805
e773    463  1805
e774    463  577
e775    577  1315
e776    1191 1315
e777    306  1191
e778    306  1486
e779    1465 1486
e780    654  1465
e781    127  654
e782    127  743
e783    262  743
e784    262  459
e785    459  775
e786    775  1545
e787    1545 1732
e788    1732 1939
e789    1939 1970
e790    1698 1970
e791    1698 1802
e792    785  1802
e793    785  1878
e794    841  1878
e795    841  1590
e796    590  1590
e797    562  590
e798    562  1626
e799    598  1626
e800    571  598
e801    571  1202
e802    1202 1857
e803    493  1857
e804    493  1985
e805    19   1985
e806    19   1503
e807    680  1503
e808    352  680
e809    352  1757
e810    1303 1757
e811    1303 1432
e812    1432 1847
e813    417  1847
e814    156  417
e815    156  1998
e816    1420 1998
e817    237  1420
e818    237  615
e819    615  1113
e820    1113 1467
e821    175  1467
e822    175  666
e823    666  678
e824    248  678
e825    248  867
e826    717  867
e827    130  717
e828    130  966
e829    966  1851
e830    432  1851
e831    349  432
e832    349  958
e833    422  958
e834    422  1699
e835    315  1699
e836    315  894
e837    894  1426
e838    1426 1903
e839    1249 1903
e840    23   1249
e841    23   1997
e842    916  1997
e843    916  1397
e844    679  1397
e845    93   679
e846    93   1077
e847    159  1077
e848    159  1054
e849    21   1054
e850    21   949
e851    949  1126
e852    926  1126
e853    926  1971
e854    736  1971
e855    52   736
e856    52   737
e857    737  1419
e858    1419 1888
e859    1246 1888
e860    790  1246
e861    790  1357
e862    200  1357
e863    200  718
e864    356  718
e865    356  1482
e866    612  1482
e867    612  791
e868    630  791
e869    546  630
e870    546  1068
e871    1068 1381
e872    350  1381
e873    350  426
e874    426  1555
e875    1056 1555
e876    972  1056
e877    347  972
e878    347  1243
e879    521  1243
e880    521  1143
e881    288  1143
e882    288  1922
e883    1673 1922
e884    509  1673
e885    509  1941
e886    951  1941
e887    284  951
e888    284  1929
e889    849  1929
e890    849  1812
e891    1812 1833
e892    1123 1833
e893    1123 1175
e894    122  1175
e895    122  891
e896    644  891
e897    644  702
e898    605  702
e899    148  605
e900    148  1552
e901    406  1552
e902    406  843
e903    843  1620
e904    996  1620
e905    996  1830
e906    1807 1830
e907    1641 1807
e908    636  1641
e909    192  636
e910    192  1806
e911    149  1806
e912    149  1643
e913    86   1643
e914    86   1763
e915    621  1763
e916    294  621
e917    294  826
e918    826  865
e919    865  1784
e920    1597 1784
e921    1597 1686
e922    625  1686
e923    504  625
e924    16   504
e925    16   454
e926    454  1348
e927    933  1348
e928    933  1976
e929    321  1976
e930    120  321
e931    120  373
e932    373  1945
e933    1682 1945
e934    272  1682
e935    272  657
e936    270  657
e937    270  1242
e938    1242 1983
e939    399  1983
e940    399  1050
e941    637  1050
e942    637  1267
e943    940  1267
e944    940  1977
e945    1317 1977
e946    286  1317
e947    286  379
e948    33   379
e949    33   337
e950    337  1817
e951    492  1817
e952    492  1314
e953    1314 1785
e954    87   1785
e955    87   381
e956    381  413
e957    413  1004
e958    1004 1714
e959    1251 1714
e960    63   1251
e961    63   204
e962    204  1517
e963    995  1517
e964    545  995
e965    545  906
e966    507  906
e967    507  585
e968    338  585
e969    338  1748
e970    913  1748
e971    645  913
e972    38   645
e973    38   1430
e974    1430 1863
e975    936  1863
e976    119  936
e977    119  1600
e978    329  1600
e979    329  1421
e980    1421 1752
e981    318  1752
e982    11   318
e983    11   2000
e984    626  2000
e985    626  1779
e986    13   1779
e987    13   946
e988    560  946
e989    491  560
e990    394  491
e991    394  1353
e992    1259 1353
e993    1259 1582
e994    527  1582
e995    527  1498
e996    1498 1651
e997    1651 1949
e998    1148 1949
e999    1148 1362
e1000   185  1362
e1001   185  475
e1002   72   475
e1003   72   1642
e1004   281  1642
e1005   281  1675
e1006   1675 1839
e1007   489  1839
e1008   489  1387
e1009   1387 1437
e1010   1238 1437
e1011   217  1238
e1012   217  1809
e1013   999  1809
e1014   999  1816
e1015   186  1816
e1016   186  499
e1017   499  671
e1018   314  671
e1019   314  1297
e1020   762  1297
e1021   582  762
e1022   582  1390
e1023   1110 1390
e1024   1110 1494
e1025   1201 1494
e1026   575  1201
e1027   575  1645
e1028   357  1645
e1029   357  1852
e1030   1216 1852
e1031   1216 1342
e1032   715  1342
e1033   690  715
e1034   690  977
e1035   397  977
e1036   397  1892
e1037   924  1892
e1038   35   924
e1039   35   1718
e1040   1718 1769
e1041   1079 1769
e1042   968  1079
e1043   968  1370
e1044   1127 1370
e1045   534  1127
e1046   534  1275
e1047   883  1275
e1048   883  1519
e1049   772  1519
e1050   376  772
e1051   376  1636
e1052   866  1636
e1053   866  1875
e1054   1138 1875
e1055   1138 1544
e1056   1197 1544
e1057   1111 1197
e1058   889  1111
e1059   889  1237
e1060   599  1237
e1061   398  599
e1062   398  750
e1063   750  872
e1064   389  872
e1065   389  1543
e1066   1205 1543
e1067   9    1205
e1068   9    788
e1069   183  788
e1070   183  1266
e1071   564  1266
e1072   313  564
e1073   313  1523
e1074   753  1523
e1075   753  1309
e1076   1309 1905
e1077   1705 1905
e1078   1000 1705
e1079   51   1000
e1080   51   902
e1081   902  1804
e1082   1746 1804
e1083   121  1746
e1084   121  1790
e1085   1531 1790
e1086   1121 1531
e1087   330  1121
e1088   299  330
e1089   299  647
e1090   647  1990
e1091   963  1990
e1092   95   963
e1093   95   554
e1094   554  1168
e1095   768  1168
e1096   768  1607
e1097   749  1607
e1098   641  749
e1099   34   641
e1100   34   380
e1101   380  1663
e1102   331  1663
e1103   331  378
e1104   378  1630
e1105   1393 1630
e1106   100  1393
e1107   100  231
e1108   231  1027
e1109   774  1027
e1110   774  905
e1111   905  1270
e1112   12   1270
e1113   12   484
e1114   453  484
e1115   453  1008
e1116   401  1008
e1117   401  1926
e1118   1308 1926
e1119   7    1308
e1120   7    411
e1121   411  1568
e1122   164  1568
e1123   164  1978
e1124   1720 1978
e1125   778  1720
e1126   778  1364
e1127   223  1364
e1128   223  240
e1129   240  1850
e1130   1451 1850
e1131   410  1451
e1132   410  939
e1133   939  1841
e1134   1218 1841
e1135   1038 1218
e1136   1038 1904
e1137   1313 1904
e1138   1313 1717
e1139   1300 1717
e1140   722  1300
e1141   722  1410
e1142   1410 1733
e1143   1339 1733
e1144   1338 1339
e1145   1338 1529
e1146   747  1529
e1147   747  1861
e1148   1861 1920
e1149   672  1920
e1150   202  672
e1151   202  1527
e1152   1527 1908
e1153   1836 1908
e1154   60   1836
e1155   60   1611
e1156   106  1611
e1157   106  154
e1158   154  806
e1159   428  806
e1160   257  428
e1161   257  435
e1162   435  1787
e1163   917  1787
e1164   917  1468
e1165   1468 1706
e1166   66   1706
e1167   66   1124
e1168   1075 1124
e1169   1075 1747
e1170   1747 1885
e1171   182  1885
e1172   182  1359
e1173   1359 1856
e1174   971  1856
e1175   971  1873
e1176   172  1873
e1177   172  882
e1178   473  882
e1179   473  1084
e1180   1084 1450
e1181   1450 1688
e1182   734  1688
e1183   50   734
e1184   50   1427
e1185   1427 1921
e1186   541  1921
e1187   541  1413
e1188   1413 1959
e1189   317  1959
e1190   317  1656
e1191   45   1656
e1192   45   1625
e1193   1422 1625
e1194   871  1422
e1195   111  871
e1196   111  1145
e1197   1145 1982
e1198   1396 1982
e1199   1396 1697
e1200   1059 1697
e1201   614  1059
e1202   614  1409
e1203   283  1409
e1204   283  303
e1205   303  1702
e1206   201  1702
e1207   153  201
e1208   153  341
e1209   341  1460
e1210   516  1460
e1211   437  516
e1212   246  437
e1213   246  1995
e1214   1476 1995
e1215   1476 1797
e1216   1096 1797
e1217   1096 1665
e1218   1665 1958
e1219   1931 1958
e1220   1931 1955
e1221   802  1955
e1222   375  802
e1223   375  1086
e1224   786  1086
e1225   786  1398
e1226   478  1398
e1227   478  1758
e1228   975  1758
e1229   595  975
e1230   595  727
e1231   245  727
e1232   245  1551
e1233   1551 1579
e1234   724  1579
e1235   724  1199
e1236   1199 1897
e1237   1434 1897
e1238   798  1434
e1239   75   798
e1240   75   1979
e1241   1764 1979
e1242   704  1764
e1243   704  1388
e1244   869  1388
e1245   869  1139
e1246   1139 1644
e1247   1029 1644
e1248   831  1029
e1249   53   831
e1250   53   1327
e1251   31   1327
e1252   31   1219
e1253   821  1219
e1254   821  1561
e1255   1094 1561
e1256   1094 1204
e1257   689  1204
e1258   689  853
e1259   409  853
e1260   104  409
e1261   104  1952
e1262   44   1952
e1263   44   361
e1264   361  1376
e1265   309  1376
e1266   309  519
e1267   339  519
e1268   2    339
e1269   2    1037
e1270   102  1037
e1271   102  820
e1272   219  820
e1273   219  419
e1274   419  1206
e1275   1026 1206
e1276   458  1026
e1277   458  1103
e1278   170  1103
e1279   170  1502
e1280   37   1502
e1281   37   1373
e1282   1373 1708
e1283   57   1708
e1284   57   152
e1285   152  632
e1286   452  632
e1287   141  452
e1288   141  572
e1289   572  1255
e1290   884  1255
e1291   579  884
e1292   579  1559
e1293   1559 1768
e1294   511  1768
e1295   511  1755
e1296   1352 1755
e1297   1082 1352
e1298   833  1082
e1299   833  1569
e1300   1213 1569
e1301   808  1213
e1302   808  1890
e1303   1664 1890
e1304   1001 1664
e1305   899  1001
e1306   899  1695
e1307   487  1695
e1308   487  759
e1309   759  1040
e1310   531  1040
e1311   531  1960
e1312   1263 1960
e1313   210  1263
e1314   210  222
e1315   222  807
e1316   807  1834
e1317   1834 1916
e1318   662  1916
e1319   485  662
e1320   485  701
e1321   522  701
e1322   522  1231
e1323   1231 1967
e1324   880  1967
e1325   528  880
e1326   528  827
e1327   827  989
e1328   584  989
e1329   584  1933
e1330   54   1933
e1331   54   617
e1332   617  1795
e1333   5    1795
e1334   5    1293
e1335   965  1293
e1336   935  965
e1337   935  1331
e1338   128  1331
e1339   128  837
e1340   552  837
e1341   552  1798
e1342   1798 1956
e1343   421  1956
e1344   421  974
e1345   404  974
e1346   404  1134
e1347   1134 1923
e1348   992  1923
e1349   992  1862
e1350   640  1862
e1351   108  640
e1352   108  1109
e1353   1109 1992
e1354   1537 1992
e1355   1194 1537
e1356   198  1194
e1357   198  648
e1358   648  1245
e1359   518  1245
e1360   518  1378
e1361   854  1378
e1362   854  1936
e1363   474  1936
e1364   474  1794
e1365   953  1794
e1366   460  953
e1367   460  1499
e1368   1499 1887
e1369   206  1887
e1370   206  597
e1371   597  1993
e1372   1734 1993
e1373   1734 1896
e1374   433  1896
e1375   433  561
e1376   28   561
e1377   28   1828
e1378   289  1828
e1379   289  1667
e1380   712  1667
e1381   712  1220
e1382   730  1220
e1383   368  730
e1384   368  1598
e1385   482  1598
e1386   482  1070
e1387   547  1070
e1388   8    547
e1389   8    649
e1390   649  1436
e1391   1436 1911
e1392   316  1911
e1393   316  1433
e1394   273  1433
e1395   273  451
e1396   451  1475
e1397   1141 1475
e1398   1141 1838
e1399   1690 1838
e1400   514  1690
e1401   514  655
e1402   65   655
e1403   65   1264
e1404   211  1264
e1405   211  383
e1406   383  1358
e1407   659  1358
e1408   659  1646
e1409   1646 1793
e1410   82   1793
e1411   82   1271
e1412   1271 1981
e1413   138  1981
e1414   138  1187
e1415   611  1187
e1416   611  1915
e1417   96   1915
e1418   96   1210
e1419   994  1210
e1420   957  994
e1421   957  1661
e1422   814  1661
e1423   814  1558
e1424   1221 1558
e1425   533  1221
e1426   114  533
e1427   114  1930
e1428   876  1930
e1429   506  876
e1430   506  1710
e1431   918  1710
e1432   79   918
e1433   79   171
e1434   171  250
e1435   250  1739
e1436   797  1739
e1437   602  797
e1438   113  602
e1439   113  1566
e1440   71   1566
e1441   71   414
e1442   414  1554
e1443   651  1554
e1444   651  1483
e1445   76   1483
e1446   76   1963
e1447   1906 1963
e1448   254  1906
e1449   64   254
e1450   64   470
e1451   470  559
e1452   559  1533
e1453   1163 1533
e1454   1010 1163
e1455   1010 1948
e1456   442  1948
e1457   442  967
e1458   745  967
e1459   255  745
e1460   255  1176
e1461   371  1176
e1462   117  371
e1463   117  1225
e1464   616  1225
e1465   456  616
e1466   392  456
e1467   392  1276
e1468   608  1276
e1469   608  919
e1470   824  919
e1471   809  824
e1472   809  1609
e1473   1326 1609
e1474   979  1326
e1475   979  1937
e1476   436  1937
e1477   436  1855
e1478   1539 1855
e1479   815  1539
e1480   725  815
e1481   725  1147
e1482   1147 1363
e1483   1363 1680
e1484   115  1680
e1485   115  779
e1486   377  779
e1487   238  377
e1488   238  707
e1489   707  1244
e1490   494  1244
e1491   494  1815
e1492   1542 1815
e1493   1542 1745
e1494   1745 1876
e1495   1142 1876
e1496   1142 1198
e1497   1158 1198
e1498   131  1158
e1499   131  726
e1500   208  726
e1501   208  748
e1502   244  748
e1503   244  305
e1504   275  305
e1505   275  1605
e1506   169  1605
e1507   169  1808
e1508   538  1808
e1509   538  1120
e1510   1120 1291
e1511   1232 1291
e1512   140  1232
e1513   140  1616
e1514   500  1616
e1515   500  1002
e1516   109  1002
e1517   109  691
e1518   691  1508
e1519   105  1508
e1520   105  1117
e1521   391  1117
e1522   391  952
e1523   739  952
e1524   739  1400
e1525   638  1400
e1526   587  638
e1527   550  587
e1528   550  1233
e1529   782  1233
e1530   385  782
e1531   385  1895
e1532   1584 1895
e1533   365  1584
e1534   365  1431
e1535   213  1431
e1536   213  1474
e1537   1043 1474
e1538   1009 1043
e1539   1009 1439
e1540   1439 1462
e1541   1179 1462
e1542   1179 1789
e1543   196  1789
e1544   196  1384
e1545   68   1384
e1546   68   1072
e1547   1072 1750
e1548   1750 1831
e1549   91   1831
e1550   91   980
e1551   719  980
e1552   719  1725
e1553   266  1725
e1554   266  1414
e1555   221  1414
e1556   221  1788
e1557   900  1788
e1558   351  900
e1559   253  351
e1560   253  269
e1561   269  1024
e1562   765  1024
e1563   567  765
e1564   567  1306
e1565   1306 1423
e1566   70   1423
e1567   70   987
e1568   987  1185
e1569   950  1185
e1570   194  950
e1571   194  1150
e1572   1150 1525
e1573   118  1525
e1574   118  1046
e1575   1046 1055
e1576   1055 1247
e1577   1247 1272
e1578   1272 1639
e1579   780  1639
e1580   780  1382
e1581   1307 1382
e1582   322  1307
e1583   322  1011
e1584   1011 1565
e1585   129  1565
e1586   129  817
e1587   405  817
e1588   181  405
e1589   181  1753
e1590   1604 1753
e1591   990  1604
e1592   990  1532
e1593   1203 1532
e1594   769  1203
e1595   769  1116
e1596   1116 1658
e1597   1087 1658
e1598   557  1087
e1599   557  1428
e1600   1428 1530
e1601   537  1530
e1602   537  1061
e1603   407  1061
e1604   407  1208
e1605   721  1208
e1606   721  1637
e1607   1282 1637
e1608   1282 1487
e1609   1487 1613
e1610   1349 1613
e1611   1254 1349
e1612   1254 1520
e1613   1520 1935
e1614   1071 1935
e1615   1071 1549
e1616   1380 1549
e1617   468  1380
e1618   468  1129
e1619   1129 1957
e1620   1662 1957
e1621   137  1662
e1622   137  189
e1623   189  1564
e1624   592  1564
e1625   592  1365
e1626   897  1365
e1627   773  897
e1628   699  773
e1629   260  699
e1630   260  1235
e1631   973  1235
e1632   973  1845
e1633   455  1845
e1634   455  915
e1635   915  1278
e1636   1278 1321
e1637   1321 1570
e1638   1360 1570
e1639   836  1360
e1640   386  836
e1641   386  1859
e1642   804  1859
e1643   804  1823
e1644   1241 1823
e1645   1241 1961
e1646   162  1961
e1647   10   162
e1648   10   978
e1649   354  978
e1650   354  1316
e1651   1316 1505
e1652   1076 1505
e1653   643  1076
e1654   643  1618
e1655   733  1618
e1656   733  811
e1657   27   811
e1658   27   1987
e1659   367  1987
e1660   256  367
e1661   107  256
e1662   107  864
e1663   6    864
