V: 800
E: 159800
e769    789 790
e770    605 790
e771    325 605
e772    325 614
e773    437 614
e774    437 684
e775    681 684
e776    545 681
e777    545 635
e778    635 679
e779    165 679
e780    165 564
e781    564 737
e782    291 737
e783    291 604
e784    167 604
e785    105 167
e786    105 764
e787    696 764
e788    653 696
e789    245 653
e790    245 412
e791    412 616
e792    244 616
e793    244 276
e794    232 276
e795    232 705
e796    233 705
e797    207 233
e798    207 747
e799    65  747
e800    22  370
e801    7   562
e802    668 728
e803    104 263
e804    277 316
e805    189 403
e806    360 614
e807    171 456
e808    432 595
e809    50  176
e810    694 764
e811    390 601
e812    335 457
e813    436 657
e814    226 348
e815    588 727
e816    34  228
e817    325 612
e818    528 588
e819    383 606
e820    782 784
e821    260 381
e822    382 722
e823    91  322
e824    262 435
e825    335 432
e826    593 642
e827    427 476
e828    221 417
e829    212 228
e830    292 406
e831    91  557
e832    351 401
e833    370 387
e834    132 548
e835    443 644
e836    213 370
e837    68  781
e838    314 342
e839    9   413
e840    115 366
e841    396 714
e842    392 594
e843    192 796
e844    137 601
e845    104 111
e846    171 360
e847    315 377
e848    228 290
e849    710 781
e850    353 505
e851    131 574
e852    589 792
e853    123 223
e854    447 574
e855    163 680
e856    409 616
e857    177 646
e858    11  644
e859    297 759
e860    178 406
e861    412 586
e862    28  332
e863    42  284
e864    56  492
e865    24  553
e866    28  432
e867    61  661
e868    266 341
e869    6   722
e870    270 573
e871    155 419
e872    225 774
e873    503 545
e874    138 326
e875    366 384
e876    752 793
e877    175 375
e878    163 720
e879    103 461
e880    81  305
e881    83  168
e882    139 694
e883    248 381
e884    555 786
e885    545 637
e886    292 723
e887    490 633
e888    431 560
e889    438 603
e890    539 630
e891    517 718
e892    126 170
e893    31  481
e894    454 687
e895    179 742
e896    163 262
e897    189 501
e898    337 405
e899    261 635
e900    123 777
e901    341 791
e902    302 622
e903    462 502
e904    262 542
e905    289 416
e906    301 525
e907    567 631
e908    250 365
e909    525 757
e910    109 568
e911    669 728
e912    44  459
e913    382 461
e914    301 592
e915    224 229
e916    171 604
e917    508 626
e918    177 549
e919    305 417
e920    330 508
e921    219 712
e922    271 453
e923    454 663
e924    431 735
e925    156 624
e926    380 536
e927    210 527
e928    122 195
e929    297 643
e930    2   240
e931    711 762
e932    193 314
e933    119 722
e934    124 475
e935    18  189
e936    453 633
e937    18  580
e938    17  349
e939    392 398
e940    5   519
e941    31  657
e942    73  477
e943    435 644
e944    77  417
e945    313 428
e946    574 681
e947    65  507
e948    258 419
e949    79  398
e950    334 533
e951    189 307
e952    436 718
e953    323 728
e954    519 748
e955    179 661
e956    524 705
e957    521 639
e958    54  771
e959    241 285
e960    349 485
e961    58  645
e962    391 612
e963    59  308
e964    312 388
e965    92  161
e966    320 419
e967    59  272
e968    331 524
e969    42  740
e970    551 717
e971    130 716
e972    135 556
e973    704 777
e974    344 736
e975    366 536
e976    157 774
e977    531 649
e978    131 688
e979    328 496
e980    128 264
e981    208 340
e982    570 587
e983    205 560
e984    367 646
e985    191 248
e986    114 243
e987    433 491
e988    516 569
e989    303 477
e990    332 487
e991    45  124
e992    576 595
e993    118 263
e994    210 590
e995    200 384
e996    28  413
e997    288 714
e998    378 509
e999    343 786
e1000   375 500
e1001   131 369
e1002   154 289
e1003   253 531
e1004   99  467
e1005   81  173
e1006   19  629
e1007   596 641
e1008   140 296
e1009   432 792
e1010   298 452
e1011   416 437
e1012   783 791
e1013   220 501
e1014   203 329
e1015   55  61
e1016   173 317
e1017   103 788
e1018   202 555
e1019   288 692
e1020   343 388
e1021   492 597
e1022   130 212
e1023   9   372
e1024   119 573
e1025   82  148
e1026   78  352
e1027   78  335
e1028   84  495
e1029   163 386
e1030   69  552
e1031   202 264
e1032   21  44
e1033   1   312
e1034   654 717
e1035   386 395
e1036   144 405
e1037   65  450
e1038   502 725
e1039   307 572
e1040   211 419
e1041   211 729
e1042   56  774
e1043   622 783
e1044   26  783
e1045   508 704
e1046   169 529
e1047   220 592
e1048   186 333
e1049   110 448
e1050   60  212
e1051   93  720
e1052   524 563
e1053   478 734
e1054   270 702
e1055   160 377
e1056   188 615
e1057   545 658
e1058   624 791
e1059   70  208
e1060   38  179
e1061   330 692
e1062   688 750
e1063   217 677
e1064   658 725
e1065   169 679
e1066   198 277
e1067   359 361
e1068   10  119
e1069   294 487
e1070   49  296
e1071   513 720
e1072   450 545
e1073   320 355
e1074   362 784
e1075   195 769
e1076   126 379
e1077   33  73
e1078   202 531
e1079   637 770
e1080   346 602
e1081   10  45
e1082   208 391
e1083   684 791
e1084   186 254
e1085   540 615
e1086   304 715
e1087   575 789
e1088   260 618
e1089   206 243
e1090   368 662
e1091   363 693
e1092   485 690
e1093   44  699
e1094   126 329
e1095   629 717
e1096   40  651
e1097   494 748
e1098   40  676
e1099   122 242
e1100   329 661
e1101   101 598
e1102   154 622
e1103   211 691
e1104   84  604
e1105   573 714
e1106   565 760
e1107   269 485
e1108   447 710
e1109   155 707
e1110   165 785
e1111   666 726
e1112   358 624
e1113   454 575
e1114   82  768
e1115   385 750
e1116   1   496
e1117   40  345
e1118   95  562
e1119   536 542
e1120   594 633
e1121   42  95
e1122   556 715
e1123   275 758
e1124   264 382
e1125   393 585
e1126   216 521
e1127   77  677
e1128   176 464
e1129   241 799
e1130   238 379
e1131   244 523
e1132   135 189
e1133   218 759
e1134   221 230
e1135   616 724
e1136   419 706
e1137   113 333
e1138   625 691
e1139   170 443
e1140   301 666
e1141   72  504
e1142   297 358
e1143   280 664
e1144   469 725
e1145   376 386
e1146   543 655
e1147   157 357
e1148   373 389
e1149   368 708
e1150   497 799
e1151   54  153
e1152   341 770
e1153   102 487
e1154   103 544
e1155   640 786
e1156   6   598
e1157   79  133
e1158   166 540
e1159   226 577
e1160   325 739
e1161   35  553
e1162   338 655
e1163   164 762
e1164   263 557
e1165   318 745
e1166   603 717
e1167   667 746
e1168   247 720
e1169   164 328
e1170   563 671
e1171   178 181
e1172   483 537
e1173   57  381
e1174   79  410
e1175   192 649
e1176   131 148
e1177   44  559
e1178   302 765
e1179   3   298
e1180   8   324
e1181   347 640
e1182   469 600
e1183   204 723
e1184   266 652
e1185   246 632
e1186   376 698
e1187   563 706
e1188   562 654
e1189   71  118
e1190   705 757
e1191   184 554
e1192   96  365
e1193   171 587
e1194   187 559
e1195   703 746
e1196   162 422
e1197   320 348
e1198   631 723
e1199   14  382
e1200   178 614
e1201   144 205
e1202   247 747
e1203   250 273
e1204   225 281
e1205   112 798
e1206   180 232
e1207   47  104
e1208   456 571
e1209   504 783
e1210   137 298
e1211   445 465
e1212   364 687
e1213   215 624
e1214   359 378
e1215   640 731
e1216   57  272
e1217   305 580
e1218   410 500
e1219   419 738
e1220   624 722
e1221   279 362
e1222   190 591
e1223   242 515
e1224   116 217
e1225   267 578
e1226   649 678
e1227   477 517
e1228   533 540
e1229   361 580
e1230   58  124
e1231   667 672
e1232   68  442
e1233   176 640
e1234   267 676
e1235   161 404
e1236   364 519
e1237   377 681
e1238   167 576
e1239   276 573
e1240   173 382
e1241   100 162
e1242   373 581
e1243   83  394
e1244   341 628
e1245   47  760
e1246   377 630
e1247   296 566
e1248   50  496
e1249   123 638
e1250   340 752
e1251   367 649
e1252   418 613
e1253   285 549
e1254   140 798
e1255   367 702
e1256   8   265
e1257   511 758
e1258   69  86
e1259   246 785
e1260   48  635
e1261   220 444
e1262   142 331
e1263   69  115
e1264   81  328
e1265   154 330
e1266   622 634
e1267   15  252
e1268   164 349
e1269   599 625
e1270   202 397
e1271   481 726
e1272   496 623
e1273   189 554
e1274   339 608
e1275   410 569
e1276   138 506
e1277   319 505
e1278   169 430
e1279   87  407
e1280   216 683
e1281   612 622
e1282   38  111
e1283   186 355
e1284   507 527
e1285   162 722
e1286   187 244
e1287   434 650
e1288   122 540
e1289   509 748
e1290   316 753
e1291   308 789
e1292   471 561
e1293   17  117
e1294   130 497
e1295   180 623
e1296   78  218
e1297   383 514
e1298   105 390
e1299   386 443
e1300   437 635
e1301   27  101
e1302   177 488
e1303   325 751
e1304   71  656
e1305   197 690
e1306   222 379
e1307   455 700
e1308   376 623
e1309   152 278
e1310   70  94
e1311   31  226
e1312   685 783
e1313   27  645
e1314   137 604
e1315   18  45
e1316   97  363
e1317   72  119
e1318   207 290
e1319   612 783
e1320   66  236
e1321   59  261
e1322   300 733
e1323   499 759
e1324   483 563
e1325   139 567
e1326   166 754
e1327   292 368
e1328   409 796
e1329   195 217
e1330   299 644
e1331   147 520
e1332   27  180
e1333   594 659
e1334   308 337
e1335   169 411
e1336   12  169
e1337   28  42
e1338   168 610
e1339   532 753
e1340   24  147
e1341   122 264
e1342   278 798
e1343   65  731
e1344   71  504
e1345   294 510
e1346   418 791
e1347   140 738
e1348   541 720
e1349   33  121
e1350   100 140
e1351   191 227
e1352   73  771
e1353   556 586
e1354   124 265
e1355   242 559
e1356   172 497
e1357   26  35
e1358   523 549
e1359   115 663
e1360   589 604
e1361   118 627
e1362   178 395
e1363   29  105
e1364   69  109
e1365   135 411
e1366   613 724
e1367   38  756
e1368   28  50
e1369   280 523
e1370   607 608
e1371   268 746
e1372   29  527
e1373   246 444
e1374   694 703
e1375   19  284
e1376   6   277
e1377   401 755
e1378   162 593
e1379   20  557
e1380   156 490
e1381   107 655
e1382   248 452
e1383   542 798
e1384   495 777
e1385   27  636
e1386   56  783
e1387   359 658
e1388   89  452
e1389   149 386
e1390   202 215
e1391   51  652
e1392   337 406
e1393   369 413
e1394   95  438
e1395   236 361
e1396   523 589
e1397   257 451
e1398   162 175
e1399   76  799
e1400   703 706
e1401   324 718
e1402   170 258
e1403   222 329
e1404   42  530
e1405   141 666
e1406   14  172
e1407   618 741
e1408   256 440
e1409   116 249
e1410   173 635
e1411   361 682
e1412   260 466
e1413   114 267
e1414   332 402
e1415   198 715
e1416   150 377
e1417   296 484
e1418   298 527
e1419   236 394
e1420   85  115
e1421   396 639
e1422   95  230
e1423   348 352
e1424   511 771
e1425   618 706
e1426   726 761
e1427   165 530
e1428   36  346
e1429   65  593
e1430   57  755
e1431   129 798
e1432   644 752
e1433   565 664
e1434   322 488
e1435   444 713
e1436   14  663
e1437   1   551
e1438   335 765
e1439   165 453
e1440   118 562
e1441   297 622
e1442   293 585
e1443   417 789
e1444   755 785
e1445   263 751
e1446   462 602
e1447   160 180
e1448   87  511
e1449   279 553
e1450   331 484
e1451   449 664
e1452   68  705
e1453   43  713
e1454   415 760
e1455   195 382
e1456   383 701
e1457   295 475
e1458   177 459
e1459   345 351
e1460   149 763
e1461   534 679
e1462   181 372
e1463   62  252
e1464   634 642
e1465   464 625
e1466   175 212
e1467   434 634
e1468   648 698
e1469   554 681
e1470   77  250
e1471   371 458
e1472   370 560
e1473   562 680
e1474   127 686
e1475   501 711
e1476   166 202
e1477   183 316
e1478   131 605
e1479   78  687
e1480   80  118
e1481   371 751
e1482   170 209
e1483   42  67
e1484   397 612
e1485   423 464
e1486   102 687
e1487   309 492
e1488   2   774
e1489   302 490
e1490   736 749
e1491   142 553
e1492   10  459
e1493   452 659
e1494   568 629
e1495   570 668
e1496   228 269
e1497   340 797
e1498   189 420
e1499   200 472
e1500   85  496
e1501   289 690
e1502   289 503
e1503   101 430
e1504   297 492
e1505   77  157
e1506   385 764
e1507   47  132
e1508   199 777
e1509   160 713
e1510   350 415
e1511   213 630
e1512   42  555
e1513   237 634
e1514   152 690
e1515   586 689
e1516   602 631
e1517   651 794
e1518   252 460
e1519   265 757
e1520   229 710
e1521   333 761
e1522   411 494
e1523   264 283
e1524   222 666
e1525   222 364
e1526   41  277
e1527   82  122
e1528   460 673
e1529   534 649
e1530   266 268
e1531   340 541
e1532   372 408
e1533   275 555
e1534   197 770
e1535   472 525
e1536   734 757
e1537   121 251
e1538   454 681
e1539   219 348
e1540   272 773
e1541   24  412
e1542   468 588
e1543   309 562
e1544   509 713
e1545   778 800
e1546   404 531
e1547   442 491
e1548   421 489
e1549   39  725
e1550   220 529
e1551   25  295
e1552   194 639
e1553   288 321
e1554   1   591
e1555   428 792
e1556   241 301
e1557   262 293
e1558   518 657
e1559   552 741
e1560   63  513
e1561   46  58
e1562   219 473
e1563   122 203
e1564   266 609
e1565   33  433
e1566   181 757
e1567   129 543
e1568   387 479
e1569   630 750
e1570   180 789
e1571   508 771
e1572   286 786
e1573   103 560
e1574   199 270
e1575   586 771
e1576   670 784
e1577   507 776
e1578   238 484
e1579   522 607
e1580   86  517
e1581   56  782
e1582   369 395
e1583   36  61
e1584   173 519
e1585   270 615
e1586   603 688
e1587   75  562
e1588   338 542
e1589   234 572
e1590   20  714
e1591   68  734
e1592   24  462
e1593   164 773
e1594   205 422
e1595   60  242
e1596   109 581
e1597   94  233
e1598   734 790
e1599   140 691
e1600   499 750
e1601   551 730
e1602   317 385
e1603   67  84
e1604   223 702
e1605   146 765
e1606   373 466
e1607   498 609
e1608   152 788
e1609   707 759
e1610   64  231
e1611   552 656
e1612   373 460
e1613   489 580
e1614   370 468
e1615   199 681
e1616   215 284
e1617   90  184
e1618   484 507
e1619   97  379
e1620   304 551
e1621   457 714
e1622   208 577
e1623   300 536
e1624   743 746
e1625   31  233
e1626   461 687
e1627   179 643
e1628   12  91
e1629   305 628
e1630   498 556
e1631   212 560
e1632   585 748
e1633   90  395
e1634   408 769
e1635   252 305
e1636   134 329
e1637   314 353
e1638   95  546
e1639   281 597
e1640   280 635
e1641   197 526
e1642   523 766
e1643   221 397
e1644   372 712
e1645   93  472
e1646   74  680
e1647   400 796
e1648   245 544
e1649   766 792
e1650   119 706
e1651   129 774
e1652   441 579
e1653   327 704
e1654   291 374
e1655   84  346
e1656   216 348
e1657   25  663
e1658   30  364
e1659   490 783
e1660   365 493
e1661   23  497
e1662   633 677
e1663   255 373
e1664   319 534
e1665   610 650
e1666   580 605
e1667   163 375
e1668   507 552
e1669   556 745
e1670   62  694
e1671   24  82
e1672   548 628
e1673   257 332
e1674   50  537
e1675   180 766
e1676   556 784
e1677   426 427
e1678   432 683
e1679   98  608
e1680   206 450
e1681   55  593
e1682   235 481
e1683   411 566
e1684   185 451
e1685   157 279
e1686   545 609
e1687   471 722
e1688   469 742
e1689   130 669
e1690   41  377
e1691   206 798
e1692   354 430
e1693   95  597
e1694   178 537
e1695   75  492
e1696   454 748
e1697   413 539
e1698   101 770
e1699   394 401
e1700   647 782
e1701   148 400
e1702   380 487
e1703   11  372
e1704   63  757
e1705   742 757
e1706   564 769
e1707   165 232
e1708   245 596
e1709   52  502
e1710   141 770
e1711   233 448
e1712   83  759
e1713   625 661
e1714   7   309
e1715   371 500
e1716   276 341
e1717   148 531
e1718   606 694
e1719   418 667
e1720   58  84
e1721   222 535
e1722   551 581
e1723   312 486
e1724   375 517
e1725   169 305
e1726   268 349
e1727   13  254
e1728   415 500
e1729   298 441
e1730   512 663
e1731   5   554
e1732   257 386
e1733   288 401
e1734   502 622
e1735   271 439
e1736   179 636
e1737   57  795
e1738   11  235
e1739   209 668
e1740   140 572
e1741   145 432
e1742   66  141
e1743   233 792
e1744   23  136
e1745   116 195
e1746   120 166
e1747   4   347
e1748   80  782
e1749   324 637
e1750   24  150
e1751   16  665
e1752   104 530
e1753   126 433
e1754   197 355
e1755   404 578
e1756   233 633
e1757   524 527
e1758   367 373
e1759   321 413
e1760   25  409
e1761   266 486
e1762   77  386
e1763   60  274
e1764   448 632
e1765   254 778
e1766   175 344
e1767   60  549
e1768   130 276
e1769   328 411
e1770   600 740
e1771   438 626
e1772   358 513
e1773   363 733
e1774   281 394
e1775   507 780
e1776   316 369
e1777   299 541
e1778   179 558
e1779   28  430
e1780   67  257
e1781   602 707
e1782   220 325
e1783   230 289
e1784   174 778
e1785   238 249
e1786   2   45
e1787   225 381
e1788   441 772
e1789   129 674
e1790   341 515
e1791   351 466
e1792   272 469
e1793   659 685
e1794   45  319
e1795   97  791
e1796   301 500
e1797   155 673
e1798   531 799
e1799   34  407
e1800   74  283
e1801   416 560
e1802   33  542
e1803   368 462
e1804   75  736
e1805   118 569
e1806   50  557
e1807   313 717
e1808   251 402
e1809   238 749
e1810   372 440
e1811   244 655
e1812   539 545
e1813   508 648
e1814   227 241
e1815   35  96
e1816   391 441
e1817   51  582
e1818   319 727
e1819   318 610
e1820   724 771
e1821   550 673
e1822   47  743
e1823   239 788
e1824   272 549
e1825   294 458
e1826   394 712
e1827   630 706
e1828   429 681
e1829   4   717
e1830   228 521
e1831   329 648
e1832   84  755
e1833   166 673
e1834   136 352
e1835   311 733
e1836   123 139
e1837   273 449
e1838   105 115
e1839   105 596
e1840   409 558
e1841   237 478
e1842   377 748
e1843   480 502
e1844   611 676
e1845   422 438
e1846   694 724
e1847   496 598
e1848   124 222
e1849   92  590
e1850   116 578
e1851   104 721
e1852   617 783
e1853   272 320
e1854   263 358
e1855   314 601
e1856   112 160
e1857   170 792
e1858   382 508
e1859   254 486
e1860   62  260
e1861   295 730
e1862   246 388
e1863   326 753
e1864   150 683
e1865   14  326
e1866   19  442
e1867   306 316
e1868   662 766
e1869   57  230
e1870   217 254
